x,y
0.979,98501626.55810145
0.981,98948507.9893839
0.983,99396500.48710944
0.985,99845604.54469255
0.987,100295820.6547631
0.989,100747149.3091696
0.991,101199590.9989817
0.993,101653146.21449299
0.995,102107815.445224
0.997,102563599.1799248
0.999,103020497.9065779
1.001,103478512.1124008
1.003,103937642.2838489
1.005,104397888.9066181
1.007,104859252.4656475
1.009,105321733.4451223
1.011,105785332.32847589
1.013,106250049.5983934
1.015,106715885.73681341
1.017,107182841.2249312
1.019,107650916.5432011
1.021,108120112.1713392
1.023,108590428.5883257
1.025,109061866.2724078
1.027,109534425.70110199
1.029,110008107.3511969
1.031,110482911.6987553
1.033,110958839.21911721
1.035,111435890.3869019
1.037,111914065.6760108
1.039,112393365.55962971
1.041,112873790.51023111
1.043,113355340.999577
1.045,113838017.49872111
1.047,114321820.4780113
1.049,114806750.40709199
1.051,115292807.7549067
1.053,115779992.9897001
1.055,116268306.5790208
1.057,116757748.98972331
1.059,117248320.6879707
1.061,117740022.13923651
1.063,118232853.8083078
1.065,118726816.15928659
1.067,119221909.6555927
1.069,119718134.75996591
1.071,120215491.9344682
1.073,120713981.6404861
1.075,121213604.3387329
1.077,121714360.4892505
1.079,122216250.5514124
1.081,122719274.98392521
1.083,123223434.2448313
1.085,123728728.7915107
1.087,124235159.0806834
1.089,124742725.5684117
1.091,125251428.7101019
1.093,125761268.9605069
1.095,126272246.7737281
1.097,126784362.6032176
